Enrollment_no,Name,Technology,Welcome_test,Presentation,Mini_projects,Hrskills,Project_presentation,Project_submission,Attendance,Discipline,Grade
1398,Meera Yadav,Web Dev,44,117,87,109,232,247,80,87,A++
1399,Aryan Kapoor,ML,30,117,67,106,204,295,71,95,A++
1400,Rohit Joshi,AI,39,142,93,132,244,210,94,69,A++
1401,Sneha Gupta,AI,30,142,68,102,235,232,81,89,A++
1402,Divya Chawla,ML,49,147,99,136,216,200,71,97,A++
1403,Nisha Mehta,IoT,37,142,77,116,165,300,91,67,A++
1404,Rohit Deshmukh,Data Sci,38,133,75,135,232,231,73,81,A++
1405,Vikas Sharma,ML,32,118,83,115,173,251,84,62,A++
1406,Ravi Kapoor,IoT,35,111,75,131,214,208,83,83,A++
1407,Karan Gupta,IoT,33,114,69,128,244,218,76,79,A++
1408,Divya Joshi,Robotics,38,125,78,99,166,285,86,69,A++
1409,Neha Verma,Data Sci,36,109,77,128,222,289,71,63,A++
1410,Ravi Nair,Data Sci,41,149,61,103,195,251,83,95,A++
1411,Rahul Chawla,AI,33,115,77,114,248,225,96,87,A++
1412,Rahul Patel,IoT,50,142,99,104,206,277,89,81,A++
1413,Priya Nair,AI,40,111,80,109,234,270,85,62,A++
1414,Sneha Roy,AI,32,149,84,118,196,224,84,69,A++
1415,Ravi Deshmukh,Web Dev,36,131,73,94,233,241,77,93,A++
1416,Priya Patel,Data Sci,37,128,86,112,185,261,96,96,A++
1417,Aryan Chawla,Java,42,138,78,137,167,206,73,99,A++
1418,Aditya Gupta,Data Sci,34,101,91,108,187,279,77,71,A++
1419,Nisha Yadav,IoT,49,123,85,117,163,259,98,91,A++
1420,Divya Patel,Web Dev,38,103,70,127,226,292,99,96,A++
1421,Aditya Chawla,IoT,48,109,62,120,192,234,92,98,A++
1422,Sana Kapoor,ML,47,142,83,117,219,268,78,68,A++
1423,Priya Rana,Web Dev,43,131,76,92,209,258,80,69,A++
1424,Nisha Singh,Data Sci,38,102,80,97,234,237,90,62,A++
1425,Aryan Yadav,Java,47,110,88,123,166,247,80,60,A++
1426,Vikas Joshi,ML,32,99,92,118,216,257,78,74,A++
1427,Ravi Rana,Web Dev,50,149,69,134,222,278,86,65,A++
1428,Divya Joshi,IoT,47,96,100,121,248,201,75,99,A++
1429,Sana Rana,AI,38,95,87,150,195,291,92,72,A++
1430,Priya Sharma,Web Dev,45,93,78,91,245,232,78,83,A++
1431,Karan Kapoor,Java,36,137,87,119,219,236,92,73,A++
1432,Sneha Yadav,AI,44,96,79,110,219,239,98,68,A++
1433,Meera Mehta,Web Dev,32,93,92,100,183,266,86,72,A++
1434,Sneha Singh,Java,37,133,85,100,220,236,94,62,A++
1435,Ravi Joshi,Java,44,149,85,106,225,288,83,92,A++
1436,Aditya Kapoor,Data Sci,36,105,76,136,243,238,82,85,A++
1437,Anjali Sharma,IoT,42,144,62,104,202,247,77,83,A++
1438,Neha Singh,IoT,36,139,85,93,169,296,79,84,A++
1439,Aditya Yadav,IoT,33,143,89,150,206,258,82,73,A++
1440,Vikas Singh,Web Dev,40,90,82,145,195,296,99,72,A++
1441,Anjali Rana,Data Sci,40,136,87,143,178,225,84,91,A++
1442,Meera Gupta,ML,33,105,70,113,173,236,87,89,A++
1443,Sana Chawla,AI,37,98,73,135,174,210,76,73,A+
1444,Rohit Yadav,Data Sci,37,107,73,107,222,278,85,82,A++
1445,Sana Joshi,ML,40,138,88,108,224,240,83,63,A++
1446,Meera Verma,Robotics,48,101,89,134,241,251,74,67,A++
1447,Priya Nair,AI,48,141,70,105,176,276,84,85,A++
1448,Sana Mehta,Data Sci,35,118,68,110,228,247,94,66,A++
1449,Sana Sharma,Data Sci,44,112,87,122,185,293,78,96,A++
1450,Ravi Mehta,Data Sci,50,141,77,92,249,242,82,61,A++
1451,Karan Yadav,Robotics,43,118,97,132,182,236,82,79,A++
1452,Sneha Deshmukh,Data Sci,41,109,60,111,242,233,87,73,A++
1453,Meera Rana,AI,39,141,99,127,176,287,100,75,A++
1454,Rahul Deshmukh,AI,34,128,71,135,192,293,100,76,A++
1455,Aditya Verma,AI,31,125,87,130,188,291,86,93,A++
1456,Priya Roy,IoT,31,141,97,105,186,289,82,99,A++
1457,Neha Yadav,IoT,36,111,71,93,175,258,84,80,A++
1458,Sana Deshmukh,Web Dev,36,133,79,116,188,270,94,96,A++
1459,Meera Yadav,Web Dev,43,121,65,106,249,249,94,92,A++
1460,Ravi Chawla,AI,43,107,92,90,228,256,87,62,A++
1461,Aditya Joshi,AI,50,141,78,99,228,282,99,79,A++
1462,Ravi Kapoor,ML,33,133,60,121,177,220,83,80,A++
1463,Sana Deshmukh,ML,32,135,77,140,182,300,96,67,A++
1464,Divya Mehta,ML,39,97,60,99,184,257,94,66,A+
1465,Karan Iyer,Data Sci,48,99,100,96,180,261,75,90,A++
1466,Nisha Rana,IoT,39,121,66,123,231,223,87,79,A++
1467,Aditya Deshmukh,ML,35,111,97,121,222,295,74,71,A++
1468,Rahul Deshmukh,IoT,49,136,63,134,179,277,83,66,A++
1469,Ravi Joshi,AI,34,108,84,130,177,245,84,92,A++
1470,Vikas Singh,ML,36,147,64,132,187,248,87,98,A++
1471,Sneha Joshi,Robotics,44,108,96,107,185,225,78,94,A++
1472,Aditya Patel,Data Sci,49,101,63,130,173,200,88,99,A++
1473,Aditya Gupta,AI,40,102,79,116,188,259,93,83,A++
1474,Priya Yadav,Java,35,92,67,92,214,269,94,65,A++
1475,Rohit Nair,Java,40,103,91,96,233,206,90,81,A++
1476,Sana Verma,Data Sci,50,102,96,96,199,241,87,78,A++
1477,Divya Sharma,Data Sci,40,123,62,139,162,291,99,73,A++
1478,Nisha Verma,Java,43,93,61,128,215,237,70,95,A++
1479,Ravi Roy,AI,44,122,62,96,202,238,100,88,A++
1480,Priya Iyer,Java,34,129,70,92,220,234,71,77,A++
1481,Divya Yadav,Java,41,97,73,122,172,283,74,80,A++
1482,Aryan Yadav,Web Dev,33,116,83,110,199,277,94,74,A++
1483,Nisha Deshmukh,Robotics,40,148,99,142,169,221,72,69,A++
1484,Divya Nair,ML,48,116,60,120,229,278,76,61,A++
1485,Neha Gupta,Java,39,135,81,91,190,201,73,61,A+
1486,Meera Nair,Java,49,99,71,111,183,255,89,62,A++
1487,Rahul Verma,Robotics,36,148,61,99,208,273,96,63,A++
1488,Priya Rana,Java,37,137,99,93,242,256,93,94,A++
1489,Rohit Chawla,Data Sci,40,101,84,104,192,217,74,62,A+
1490,Neha Iyer,Web Dev,48,133,95,143,245,258,90,94,A++
1491,Vikas Roy,ML,49,149,72,133,230,218,83,61,A++
1492,Sana Yadav,IoT,49,131,74,137,187,212,87,76,A++
1493,Anjali Chawla,Web Dev,35,130,70,127,169,221,81,97,A++
1494,Divya Gupta,Java,48,150,79,150,249,250,91,83,A++
1495,Ravi Iyer,AI,49,121,88,104,243,273,85,73,A++
1496,Rahul Singh,IoT,32,110,62,100,219,260,96,61,A++
1497,Rahul Kapoor,AI,34,122,69,102,240,232,82,86,A++
1498,Rahul Nair,Data Sci,49,123,63,137,181,243,99,70,A++
1499,Vikas Verma,Robotics,44,118,67,146,218,245,99,86,A++
1500,Meera Chawla,Java,33,111,79,111,171,239,90,93,A++
1501,Sneha Singh,Data Sci,38,105,85,131,163,298,74,93,A++
1502,Meera Nair,ML,32,108,77,134,243,229,76,84,A++
1503,Nisha Mehta,Robotics,32,102,71,90,247,261,93,76,A++
1504,Sana Iyer,Java,30,142,74,98,240,243,73,83,A++
1505,Karan Singh,ML,45,96,87,142,234,205,80,81,A++
1506,Rohit Deshmukh,Web Dev,46,130,71,116,194,259,79,97,A++
1507,Vikas Patel,ML,44,132,73,99,186,202,92,73,A++
1508,Priya Verma,IoT,42,123,83,100,226,243,85,64,A++
1509,Meera Roy,Web Dev,37,123,93,145,178,204,80,82,A++
1510,Neha Roy,IoT,47,133,84,110,208,214,92,64,A++
1511,Rohit Mehta,AI,49,125,91,126,216,224,96,71,A++
1512,Meera Kapoor,AI,47,117,77,135,206,268,85,66,A++
1513,Neha Rana,Web Dev,35,144,84,97,178,283,78,81,A++
1514,Sana Nair,ML,42,132,79,124,194,295,75,82,A++
1515,Priya Joshi,IoT,31,102,94,131,237,287,73,86,A++
1516,Ravi Yadav,AI,30,97,86,130,212,246,97,69,A++
1517,Rohit Rana,Robotics,42,91,71,111,180,291,77,96,A++
1518,Aditya Yadav,IoT,40,120,97,112,174,277,91,98,A++
1519,Aditya Nair,Robotics,45,149,70,140,250,270,88,96,A++
1520,Vikas Kapoor,Robotics,44,95,68,121,217,283,91,69,A++
1521,Karan Deshmukh,Web Dev,39,109,77,103,186,253,80,99,A++
1522,Meera Deshmukh,AI,43,143,95,111,204,238,99,77,A++
1523,Ravi Patel,Web Dev,35,143,75,107,169,266,89,67,A++
1524,Divya Singh,IoT,41,119,75,119,225,236,89,67,A++
1525,Rohit Sharma,AI,47,131,99,127,245,207,77,95,A++
1526,Aryan Patel,Java,46,122,100,145,244,214,95,95,A++
1527,Priya Verma,Robotics,49,116,62,91,219,281,83,74,A++
1528,Rohit Sharma,IoT,49,132,76,127,250,277,95,85,A++
1529,Aryan Deshmukh,Java,35,116,82,126,181,203,81,88,A++
1530,Ravi Nair,Robotics,35,111,88,92,160,288,74,72,A++
1531,Nisha Mehta,AI,46,105,72,133,207,272,85,92,A++
1532,Aryan Roy,Data Sci,44,124,75,124,177,240,100,72,A++
1533,Karan Sharma,IoT,47,122,86,132,237,210,97,90,A++
1534,Karan Patel,Web Dev,30,106,62,90,237,259,99,91,A++
1535,Priya Rana,Java,46,150,68,150,197,274,95,91,A++
1536,Meera Rana,Data Sci,38,149,90,106,219,288,87,65,A++
1537,Rahul Iyer,Web Dev,49,105,93,145,233,239,86,76,A++
1538,Priya Verma,AI,46,110,68,142,228,205,95,85,A++
1539,Karan Roy,ML,32,115,64,135,172,206,87,75,A+
1540,Vikas Nair,ML,34,118,100,110,217,295,88,81,A++
1541,Sana Gupta,ML,45,125,76,121,210,230,76,60,A++
1542,Aryan Rana,Web Dev,30,141,81,100,250,203,90,93,A++
1543,Karan Iyer,Data Sci,46,107,70,116,241,224,81,98,A++
1544,Nisha Sharma,IoT,40,130,85,99,200,291,95,60,A++
1545,Aryan Verma,Java,43,121,61,135,180,287,71,60,A++
1546,Ravi Iyer,Robotics,46,110,73,139,172,258,97,90,A++
1547,Priya Singh,Robotics,46,102,69,126,167,238,97,60,A++
1548,Rohit Chawla,AI,36,101,66,144,199,235,81,91,A++
1549,Nisha Joshi,AI,38,91,83,129,164,263,72,65,A++
1550,Divya Deshmukh,Web Dev,31,119,92,137,217,275,94,86,A++
1551,Priya Joshi,Robotics,41,114,85,103,224,226,95,78,A++
1552,Anjali Joshi,Data Sci,30,106,83,112,206,295,71,65,A++
1553,Aditya Deshmukh,AI,32,118,72,122,228,287,95,91,A++
1554,Priya Gupta,IoT,50,111,63,95,191,246,99,66,A++
1555,Sana Verma,Robotics,34,146,70,99,222,222,98,96,A++
1556,Ravi Mehta,Data Sci,49,140,93,122,200,272,98,67,A++
1557,Meera Yadav,Data Sci,36,104,75,117,233,213,99,82,A++
1558,Neha Kapoor,IoT,49,119,78,100,190,291,78,97,A++
1559,Ravi Mehta,Java,47,132,84,139,186,267,84,77,A++
1560,Anjali Joshi,Data Sci,44,121,93,96,163,228,90,89,A++
1561,Neha Patel,ML,39,120,60,124,189,233,71,96,A++
1562,Anjali Sharma,Web Dev,36,94,84,137,229,248,99,86,A++
1563,Aditya Gupta,AI,36,125,79,94,214,248,97,65,A++
1564,Meera Singh,AI,37,95,66,145,237,274,85,99,A++
1565,Ravi Singh,IoT,48,131,79,146,162,275,91,64,A++
1566,Aditya Joshi,IoT,39,113,77,109,164,255,100,93,A++
1567,Sana Yadav,Data Sci,32,95,91,148,207,203,81,86,A++
1568,Sana Kapoor,Web Dev,35,102,82,134,165,272,93,83,A++
1569,Vikas Nair,Java,40,121,96,118,228,255,89,96,A++
1570,Anjali Yadav,Data Sci,36,135,64,150,169,257,87,63,A++
1571,Neha Kapoor,Java,50,127,64,133,222,288,89,61,A++
1572,Sneha Sharma,Data Sci,38,113,79,121,237,297,70,91,A++
1573,Aryan Iyer,Java,48,105,76,118,164,217,87,76,A+
1574,Nisha Roy,Robotics,33,143,83,129,183,271,95,77,A++
1575,Meera Chawla,Web Dev,50,117,61,129,246,237,98,64,A++
1576,Rohit Gupta,Robotics,38,90,90,107,219,262,79,76,A++
1577,Karan Iyer,Data Sci,49,143,98,123,171,226,71,98,A++
1578,Aditya Yadav,AI,37,110,63,116,203,295,92,63,A++
1579,Sana Iyer,ML,45,93,86,126,242,223,78,68,A++
1580,Vikas Deshmukh,ML,39,106,83,91,163,277,81,74,A++
1581,Nisha Iyer,Data Sci,40,112,93,109,184,300,85,93,A++
1582,Rohit Nair,Java,48,134,95,90,205,286,75,85,A++
1583,Sneha Kapoor,ML,38,103,81,145,250,258,81,88,A++
1584,Meera Joshi,Web Dev,45,112,64,99,230,234,73,63,A++
1585,Divya Rana,AI,41,133,99,131,220,287,75,63,A++
1586,Rohit Chawla,ML,32,94,87,128,207,243,98,61,A++
1587,Rohit Joshi,ML,49,142,99,125,221,267,75,75,A++
1588,Neha Patel,Robotics,44,138,81,108,234,207,90,71,A++
1589,Rahul Patel,Java,41,109,62,103,176,227,96,66,A+
1590,Priya Nair,ML,45,143,99,125,223,266,96,97,A++
1591,Rahul Gupta,ML,33,99,67,126,219,214,83,75,A++
1592,Karan Mehta,Java,48,138,86,141,171,203,86,76,A++
1593,Sneha Verma,Java,38,136,82,98,174,236,77,99,A++
1594,Aryan Mehta,IoT,38,129,64,112,208,230,81,100,A++
1595,Meera Verma,IoT,30,139,90,92,188,248,90,92,A++
1596,Aditya Kapoor,AI,33,108,74,150,235,275,97,88,A++
1597,Nisha Sharma,Web Dev,39,107,94,95,247,299,100,70,A++
1598,Rahul Yadav,Java,32,137,94,114,167,208,70,93,A++
1599,Meera Singh,AI,49,112,100,122,246,274,95,100,A++
1600,Priya Singh,Robotics,36,107,97,145,165,238,82,73,A++
1601,Vikas Rana,Data Sci,48,143,79,100,218,297,75,78,A++
1602,Neha Kapoor,Robotics,48,109,96,119,175,241,99,72,A++
1603,Nisha Patel,Robotics,32,99,88,136,196,280,70,76,A++
1604,Ravi Mehta,IoT,41,91,72,98,241,288,89,96,A++
1605,Sneha Rana,AI,41,137,100,119,160,269,77,81,A++
1606,Sneha Mehta,Data Sci,50,148,90,142,179,266,85,64,A++
1607,Aryan Joshi,Java,41,136,77,131,220,265,75,67,A++
1608,Meera Gupta,Web Dev,34,111,81,120,230,243,87,78,A++
1609,Anjali Singh,IoT,49,91,68,113,231,270,87,86,A++
1610,Sneha Iyer,Java,35,97,77,137,199,230,94,93,A++
1611,Nisha Roy,Java,39,117,68,98,228,292,98,85,A++
1612,Divya Nair,Robotics,41,108,96,115,200,277,97,72,A++
1613,Divya Deshmukh,ML,31,115,82,146,174,279,82,60,A++
1614,Karan Chawla,Data Sci,46,117,66,141,203,293,71,65,A++
1615,Divya Patel,Java,32,134,100,94,237,222,82,80,A++
1616,Meera Rana,Data Sci,44,123,67,102,203,207,72,88,A++
1617,Aditya Sharma,IoT,32,110,84,131,188,229,72,69,A++
1618,Karan Singh,ML,46,131,61,91,184,262,78,67,A++
1619,Vikas Kapoor,Java,38,101,74,97,243,277,89,71,A++
1620,Sneha Rana,Data Sci,48,112,76,101,246,250,100,65,A++
1621,Priya Roy,IoT,44,118,93,142,214,297,100,81,A++
1622,Karan Iyer,Java,38,90,68,141,177,256,75,99,A++
1623,Ravi Rana,Java,49,122,73,91,200,287,76,70,A++
1624,Neha Kapoor,AI,47,130,82,142,242,278,79,64,A++
1625,Meera Singh,Data Sci,40,101,88,97,208,295,83,82,A++
1626,Aryan Deshmukh,Data Sci,36,118,87,114,210,261,70,67,A++
1627,Vikas Verma,IoT,34,90,92,95,214,289,88,90,A++
1628,Nisha Rana,Data Sci,48,105,88,104,247,226,77,76,A++
1629,Vikas Yadav,Java,45,139,95,142,168,286,76,91,A++
1630,Neha Sharma,Java,50,94,89,131,205,222,89,92,A++
1631,Priya Iyer,Java,38,142,63,147,171,299,93,87,A++
1632,Ravi Patel,ML,49,142,77,114,195,229,86,61,A++
1633,Anjali Singh,ML,30,141,84,118,238,237,75,68,A++
1634,Aditya Yadav,AI,32,145,84,95,213,225,88,88,A++
1635,Aryan Mehta,Web Dev,36,94,85,127,204,223,98,78,A++
1636,Sana Deshmukh,Web Dev,44,143,60,147,238,222,88,95,A++
1637,Rahul Iyer,Data Sci,50,141,63,113,172,227,99,66,A++
1638,Ravi Roy,Java,41,134,69,123,204,292,77,68,A++
1639,Sneha Rana,Robotics,37,122,75,117,249,258,71,89,A++
1640,Nisha Yadav,IoT,44,95,69,95,184,245,71,96,A+
1641,Sneha Mehta,Robotics,46,143,98,123,164,243,84,92,A++
1642,Sneha Verma,Data Sci,41,138,74,122,201,287,100,71,A++
1643,Aryan Kapoor,IoT,45,102,70,135,233,284,72,74,A++
1644,Aditya Rana,Data Sci,46,117,78,141,203,292,93,70,A++
1645,Anjali Mehta,Data Sci,48,123,65,111,218,245,92,76,A++
1646,Meera Patel,IoT,41,122,66,94,230,217,77,93,A++
1647,Rohit Gupta,Web Dev,45,147,80,129,233,288,87,79,A++
1648,Anjali Yadav,Java,49,98,97,137,203,213,70,69,A++
1649,Rahul Gupta,Web Dev,33,96,76,105,206,295,98,74,A++
1650,Sana Singh,ML,33,117,78,129,194,260,86,60,A++
1651,Vikas Joshi,ML,45,150,83,128,184,243,82,61,A++
1652,Karan Chawla,Data Sci,38,124,95,121,223,237,99,62,A++
1653,Rohit Patel,Java,50,149,85,112,229,228,96,90,A++
1654,Nisha Singh,Web Dev,36,144,72,150,209,260,97,80,A++
1655,Priya Gupta,IoT,49,134,67,148,231,256,70,88,A++
1656,Sana Patel,IoT,46,132,93,143,214,234,79,75,A++
1657,Karan Sharma,IoT,50,133,76,98,199,256,78,79,A++
1658,Meera Rana,Robotics,46,92,83,96,198,298,99,89,A++
1659,Meera Nair,ML,34,142,95,115,183,212,73,85,A++
1660,Divya Kapoor,Robotics,42,119,72,113,239,260,78,84,A++
1661,Nisha Yadav,Robotics,36,138,86,129,190,204,83,100,A++
1662,Karan Roy,Data Sci,36,138,81,126,200,259,86,90,A++
1663,Neha Chawla,Data Sci,44,96,73,149,177,272,97,84,A++
1664,Rahul Deshmukh,Web Dev,33,134,69,136,165,238,98,98,A++
1665,Priya Rana,IoT,43,95,90,144,213,264,95,77,A++
1666,Sana Rana,Data Sci,48,130,94,109,218,224,92,76,A++
1667,Sneha Deshmukh,Robotics,35,146,89,113,167,266,81,77,A++
1668,Aryan Roy,Web Dev,44,139,61,113,176,281,84,85,A++
1669,Rahul Deshmukh,Web Dev,34,110,90,105,229,239,98,89,A++
1670,Meera Deshmukh,Web Dev,37,102,76,134,245,282,80,78,A++
1671,Anjali Gupta,IoT,50,106,82,150,220,275,82,66,A++
1672,Anjali Patel,AI,38,113,60,146,197,260,95,68,A++
1673,Aryan Verma,Robotics,44,98,83,140,245,204,75,70,A++
1674,Sana Kapoor,AI,36,150,99,139,207,268,94,89,A++
1675,Anjali Joshi,ML,42,124,91,149,197,264,79,90,A++
1676,Rohit Rana,Java,35,148,91,97,184,229,70,85,A++
1677,Ravi Sharma,IoT,38,107,60,94,226,227,71,98,A++
1678,Meera Iyer,Java,47,100,76,110,239,300,70,95,A++
1679,Neha Patel,ML,49,150,73,109,203,294,90,83,A++
1680,Aryan Mehta,Robotics,33,109,64,119,222,252,84,60,A++
1681,Anjali Rana,IoT,30,99,65,96,219,249,99,93,A++
1682,Nisha Sharma,Robotics,37,142,98,146,244,261,79,74,A++
1683,Sneha Joshi,IoT,44,136,66,135,234,253,82,95,A++
1684,Sana Sharma,Data Sci,32,134,61,107,198,259,99,96,A++
1685,Meera Yadav,ML,46,126,88,143,229,297,89,60,A++
1686,Meera Patel,AI,45,131,70,147,188,254,83,97,A++
1687,Aryan Roy,Web Dev,40,139,74,94,217,272,72,75,A++
1688,Sneha Sharma,Java,39,143,75,126,196,247,80,83,A++
1689,Rahul Yadav,ML,41,101,98,127,177,290,97,79,A++
1690,Priya Verma,Data Sci,39,117,68,93,245,264,76,65,A++
1691,Karan Yadav,Robotics,49,133,91,93,249,287,78,74,A++
1692,Vikas Singh,Java,31,125,66,121,246,289,93,91,A++
1693,Anjali Joshi,IoT,35,130,96,93,171,203,98,83,A++
1694,Vikas Kapoor,Data Sci,32,109,85,135,244,259,91,93,A++
1695,Vikas Deshmukh,IoT,31,128,99,108,238,295,85,71,A++
1696,Meera Patel,Java,40,118,79,126,188,208,71,83,A++
1697,Vikas Iyer,Java,43,149,97,110,237,298,88,97,A++
1698,Anjali Yadav,IoT,38,116,60,124,191,209,78,96,A++
1699,Karan Patel,Web Dev,32,150,96,136,180,222,100,63,A++
1700,Nisha Kapoor,ML,39,92,95,107,206,226,83,76,A++
1701,Rahul Deshmukh,ML,50,91,64,142,237,274,80,62,A++
1702,Anjali Gupta,IoT,46,113,64,131,224,244,93,87,A++
1703,Rahul Roy,AI,43,126,61,143,228,299,74,80,A++
1704,Aditya Gupta,AI,45,147,97,125,204,295,98,61,A++
1705,Aryan Mehta,Robotics,45,95,99,99,240,273,79,83,A++
1706,Vikas Deshmukh,ML,46,150,77,137,183,276,74,69,A++
1707,Priya Deshmukh,Java,32,96,96,107,204,294,73,90,A++
1708,Aditya Chawla,Robotics,43,127,100,114,244,264,90,94,A++
1709,Anjali Roy,IoT,38,110,76,148,238,235,81,67,A++
1710,Nisha Mehta,Java,48,90,86,124,206,261,73,94,A++
1711,Sneha Sharma,Data Sci,43,124,83,146,184,207,99,95,A++
1712,Anjali Mehta,Robotics,43,118,66,113,169,249,96,94,A++
1713,Vikas Sharma,Web Dev,49,118,60,130,177,274,91,66,A++
1714,Meera Sharma,Web Dev,31,110,71,103,191,280,81,86,A++
1715,Divya Sharma,IoT,33,133,60,111,212,232,73,93,A++
1716,Rohit Sharma,Robotics,45,144,67,146,190,250,74,91,A++
1717,Karan Nair,IoT,40,150,80,115,235,238,86,64,A++
1718,Rahul Singh,AI,34,103,88,105,234,271,81,79,A++
1719,Sneha Chawla,ML,48,144,99,106,181,286,73,83,A++
1720,Sneha Gupta,ML,39,115,75,112,188,252,79,91,A++
1721,Aditya Joshi,Web Dev,36,98,65,126,233,257,83,90,A++
1722,Aditya Verma,IoT,33,123,74,144,160,240,98,88,A++
1723,Aditya Mehta,IoT,36,122,64,109,239,201,76,99,A++
1724,Karan Nair,IoT,47,128,87,148,195,221,94,72,A++
1725,Sneha Rana,Data Sci,40,91,63,105,206,277,96,60,A++
1726,Priya Sharma,AI,30,90,82,149,185,257,81,60,A++
1727,Aryan Iyer,AI,36,127,82,99,213,228,92,63,A++
1728,Aditya Kapoor,AI,42,103,85,91,232,293,82,90,A++
1729,Meera Joshi,AI,41,119,86,112,173,253,87,97,A++
1730,Neha Joshi,Web Dev,48,132,93,122,209,247,85,97,A++
1731,Ravi Chawla,Java,46,134,64,130,231,251,92,92,A++
1732,Vikas Nair,AI,50,124,77,105,193,298,90,66,A++
1733,Aryan Roy,Data Sci,50,111,95,141,169,204,70,91,A++
1734,Meera Deshmukh,ML,50,126,74,105,193,244,93,69,A++
1735,Sneha Roy,Robotics,45,123,94,132,239,287,71,82,A++
1736,Ravi Joshi,Data Sci,47,100,75,131,178,298,97,78,A++
1737,Aditya Nair,Java,38,92,100,90,170,238,74,93,A+
1738,Sana Gupta,IoT,41,124,82,91,225,288,76,71,A++
1739,Neha Nair,Java,43,104,87,135,211,286,84,89,A++
1740,Rohit Iyer,ML,41,126,100,124,164,204,91,68,A++
1741,Rahul Patel,Web Dev,44,91,63,107,191,230,74,98,A+
1742,Ravi Gupta,Robotics,45,133,63,134,175,271,100,63,A++
1743,Rahul Singh,AI,36,134,73,145,237,224,95,68,A++
1744,Vikas Verma,Robotics,37,117,68,144,241,277,99,82,A++
1745,Ravi Mehta,Data Sci,47,116,71,115,164,236,70,62,A+
1746,Aditya Chawla,Robotics,41,127,80,102,243,236,91,64,A++
1747,Nisha Mehta,ML,31,93,63,116,199,266,95,90,A++
1748,Sneha Roy,AI,43,94,89,123,214,200,77,100,A++
1749,Karan Yadav,IoT,50,100,63,92,176,219,74,93,A+
1750,Aditya Singh,AI,39,93,80,149,177,222,80,85,A++
1751,Aditya Verma,IoT,48,133,68,97,207,224,79,66,A++
1752,Anjali Deshmukh,Java,33,101,97,106,167,299,84,85,A++
1753,Priya Singh,IoT,37,111,67,137,226,227,86,74,A++
1754,Neha Gupta,ML,40,141,87,146,250,210,82,91,A++
1755,Neha Gupta,Java,47,123,89,95,191,231,88,94,A++
1756,Anjali Deshmukh,Robotics,35,145,72,147,234,274,75,85,A++
1757,Ravi Deshmukh,IoT,42,131,89,122,237,219,79,74,A++
1758,Sana Rana,Robotics,30,103,79,142,165,239,80,65,A++
1759,Aditya Mehta,Robotics,40,96,75,107,242,221,85,92,A++
1760,Neha Joshi,AI,35,149,70,145,242,262,74,85,A++
1761,Anjali Iyer,Data Sci,48,100,72,126,172,298,94,82,A++
1762,Sana Deshmukh,IoT,37,142,83,109,164,267,79,85,A++
1763,Rahul Singh,Web Dev,39,120,77,145,175,273,87,90,A++
1764,Priya Iyer,Data Sci,39,116,97,138,172,221,77,98,A++
1765,Aryan Nair,Robotics,44,114,98,103,162,281,70,97,A++
1766,Nisha Kapoor,Robotics,39,92,76,93,189,263,80,87,A++
1767,Sana Joshi,AI,50,101,91,109,183,215,77,61,A+
1768,Rohit Joshi,Java,34,109,97,107,171,206,99,96,A++
1769,Sana Patel,ML,40,149,82,120,195,205,91,89,A++
1770,Sneha Yadav,Java,36,135,66,115,235,234,92,61,A++
1771,Ravi Deshmukh,Java,33,103,85,108,192,288,88,60,A++
1772,Sneha Nair,IoT,36,128,63,128,177,229,75,80,A++
1773,Karan Iyer,IoT,39,126,66,126,213,278,85,100,A++
1774,Neha Deshmukh,AI,32,129,70,150,184,204,88,99,A++
1775,Aditya Mehta,Robotics,42,123,77,116,211,272,98,89,A++
1776,Sana Patel,Java,39,117,75,125,208,204,98,91,A++
1777,Meera Roy,Web Dev,37,123,77,118,222,254,86,95,A++
1778,Rahul Verma,Java,45,102,80,116,192,289,88,86,A++
1779,Priya Joshi,Java,38,126,79,134,185,234,77,99,A++
1780,Vikas Joshi,Web Dev,43,143,80,136,222,225,91,88,A++
1781,Ravi Yadav,Web Dev,30,113,96,143,161,211,98,76,A++
1782,Ravi Sharma,Java,44,143,64,120,189,273,95,65,A++
1783,Rahul Sharma,IoT,49,115,89,106,239,205,79,60,A++
1784,Rohit Iyer,IoT,46,145,73,91,192,300,88,69,A++
1785,Priya Verma,Data Sci,41,121,86,97,177,204,100,76,A++
1786,Ravi Deshmukh,Robotics,41,147,80,132,163,243,86,94,A++
1787,Vikas Nair,IoT,43,125,87,133,215,236,73,89,A++
1788,Anjali Gupta,IoT,49,110,64,114,215,297,70,61,A++
1789,Rohit Verma,Java,42,98,99,130,203,213,91,74,A++
1790,Sana Patel,AI,38,127,61,134,228,300,85,92,A++
1791,Meera Patel,ML,46,113,99,106,194,297,93,97,A++
1792,Ravi Roy,AI,49,148,89,104,169,230,82,82,A++
1793,Sneha Deshmukh,IoT,33,112,83,93,228,279,76,69,A++
1794,Aditya Singh,Data Sci,37,123,74,90,235,251,70,84,A++
1795,Neha Sharma,Web Dev,37,90,66,125,164,253,91,97,A++
1796,Meera Iyer,Web Dev,32,127,84,100,212,203,82,75,A++
1797,Divya Joshi,Java,46,97,77,144,211,255,82,69,A++
1798,Neha Joshi,ML,35,112,89,93,174,267,80,65,A++
